"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
6.49,5.43,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
4.11,3.23,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
3.09,3.04,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
2.75,2.43,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
2.56,3.09,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
3.28,5.21,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
4.47,7.34,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
4.48,6.48,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
4.41,6.46,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
3.61,4.77,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
4.31,4.82,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
5.2,5.04,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
