"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.77,3.1,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
3.95,3.41,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
2.3,1.8,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
1.61,1.09,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
0.95,0.9,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
0.29,1.69,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
1.76,3.82,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
3.94,3.7,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
1.65,1.46,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
0.71,0.64,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
1.95,1.69,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
1.93,1.63,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
