"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.55,1.62,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
2.06,2.25,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
1.78,2.65,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
0.67,1.82,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
0.88,2.38,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
0.66,2.72,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
1,2.63,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
1.98,2.91,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
1.87,3.08,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
1.26,2.34,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
1.36,1.99,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
1,1.39,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
