"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.83,2.48,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
3.4,3.42,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
2.7,3.11,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
2.56,2.65,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
2.92,3.05,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
3.01,2.67,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
3.45,3.29,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
3.36,3.5,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
2.86,3.17,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
2.47,2.6,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
2.84,2.41,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
2.15,1.5,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
