"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
5.59,5.17,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
2.18,2.69,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
3.61,3.62,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
3.66,4.24,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
3.76,4.87,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
4.97,7.35,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
4.6,7.54,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
4.77,7.96,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
4.29,6.46,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
4.34,5.5,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
4.19,4.66,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
5.67,5.49,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
