"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.88,3.07,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
3.21,2.49,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
1.87,1.74,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
1.45,1.19,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
1.06,0.91,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
1.16,1.48,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
1.72,3.25,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
1.81,3.27,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
1.8,3.4,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
1.5,2.56,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
3.15,3.65,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
3.35,3.21,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
