"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.11,1.9,"rcp45",2070,2100,2085,1990,"relative","GFDL-ESM2G"
1.62,1.45,"rcp45",2070,2100,2085,1990,"relative","GFDL-ESM2G"
1.12,1.23,"rcp45",2070,2100,2085,1990,"relative","GFDL-ESM2G"
0.88,0.81,"rcp45",2070,2100,2085,1990,"relative","GFDL-ESM2G"
0.66,0.39,"rcp45",2070,2100,2085,1990,"relative","GFDL-ESM2G"
0.01,0.35,"rcp45",2070,2100,2085,1990,"relative","GFDL-ESM2G"
0.29,0.6,"rcp45",2070,2100,2085,1990,"relative","GFDL-ESM2G"
0.68,0.37,"rcp45",2070,2100,2085,1990,"relative","GFDL-ESM2G"
0.68,0.91,"rcp45",2070,2100,2085,1990,"relative","GFDL-ESM2G"
1.23,1.19,"rcp45",2070,2100,2085,1990,"relative","GFDL-ESM2G"
1.25,1.3,"rcp45",2070,2100,2085,1990,"relative","GFDL-ESM2G"
1.88,1.81,"rcp45",2070,2100,2085,1990,"relative","GFDL-ESM2G"
