"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.35,1.12,"rcp45",2035,2065,2050,1990,"relative","CCSM4"
1.56,1.77,"rcp45",2035,2065,2050,1990,"relative","CCSM4"
1.55,2.1,"rcp45",2035,2065,2050,1990,"relative","CCSM4"
1.09,1.68,"rcp45",2035,2065,2050,1990,"relative","CCSM4"
1.14,1.96,"rcp45",2035,2065,2050,1990,"relative","CCSM4"
1.75,2.43,"rcp45",2035,2065,2050,1990,"relative","CCSM4"
2.12,3.12,"rcp45",2035,2065,2050,1990,"relative","CCSM4"
2.01,3.42,"rcp45",2035,2065,2050,1990,"relative","CCSM4"
1.78,1.84,"rcp45",2035,2065,2050,1990,"relative","CCSM4"
1.34,0.97,"rcp45",2035,2065,2050,1990,"relative","CCSM4"
1.35,1.29,"rcp45",2035,2065,2050,1990,"relative","CCSM4"
1.24,1.27,"rcp45",2035,2065,2050,1990,"relative","CCSM4"
