"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
4.64,3.82,"rcp85",2070,2100,2085,1990,"relative","bcc-csm1-1"
3.91,2.99,"rcp85",2070,2100,2085,1990,"relative","bcc-csm1-1"
3.69,3.23,"rcp85",2070,2100,2085,1990,"relative","bcc-csm1-1"
2.78,2.81,"rcp85",2070,2100,2085,1990,"relative","bcc-csm1-1"
3.52,3.95,"rcp85",2070,2100,2085,1990,"relative","bcc-csm1-1"
3.03,3.02,"rcp85",2070,2100,2085,1990,"relative","bcc-csm1-1"
4.44,5.31,"rcp85",2070,2100,2085,1990,"relative","bcc-csm1-1"
5.35,5.68,"rcp85",2070,2100,2085,1990,"relative","bcc-csm1-1"
4.81,5.02,"rcp85",2070,2100,2085,1990,"relative","bcc-csm1-1"
3.78,4.23,"rcp85",2070,2100,2085,1990,"relative","bcc-csm1-1"
3.68,3.49,"rcp85",2070,2100,2085,1990,"relative","bcc-csm1-1"
4.87,4.48,"rcp85",2070,2100,2085,1990,"relative","bcc-csm1-1"
