"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.27,1.37,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
1.84,2.15,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
1.64,2.47,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
1.81,2.6,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
1.41,2.89,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
1.85,3.26,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
1.9,3.83,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
2.44,4.17,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
1.97,2.02,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
1.08,1.64,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
1.54,2.24,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
1.3,1.45,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
