"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
0.31,0.38,"rcp45",2070,2100,2085,1990,"relative","CCSM4"
1.27,1.15,"rcp45",2070,2100,2085,1990,"relative","CCSM4"
1.8,1.69,"rcp45",2070,2100,2085,1990,"relative","CCSM4"
1.38,1.51,"rcp45",2070,2100,2085,1990,"relative","CCSM4"
1.23,1.93,"rcp45",2070,2100,2085,1990,"relative","CCSM4"
1.79,2.51,"rcp45",2070,2100,2085,1990,"relative","CCSM4"
1.5,2.42,"rcp45",2070,2100,2085,1990,"relative","CCSM4"
2.23,3.55,"rcp45",2070,2100,2085,1990,"relative","CCSM4"
1.71,1.9,"rcp45",2070,2100,2085,1990,"relative","CCSM4"
1.21,1.01,"rcp45",2070,2100,2085,1990,"relative","CCSM4"
1.9,1.99,"rcp45",2070,2100,2085,1990,"relative","CCSM4"
1.53,1.41,"rcp45",2070,2100,2085,1990,"relative","CCSM4"
