"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.31,3.19,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
2.03,2.21,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
2.31,2.47,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
2.14,2.51,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
1.82,1.8,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
2.47,2.6,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
3.76,4.56,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
3.54,3.62,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
3.17,3.73,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
2.06,2.27,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
2.38,2.61,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
2.53,2.63,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
