"","DATE","Measured_Temp","Linear_Interp","Non_Linear_Interp"
"80",2019-04-04 08:00:00,4.53600002288818,6.62250001033147,5.44960979700536
"81",2019-04-04 09:00:00,5.39333334763845,6.74925926879601,6.1048796975993
"82",2019-04-04 10:00:00,6.81500000158946,6.87601852726054,6.67422363613601
"83",2019-04-04 11:00:00,7.41166667938232,7.00277778572507,7.13836764897887
"84",2019-04-04 12:00:00,7.41833335558573,7.1295370441896,7.48159909879185
"85",2019-04-04 13:00:00,7.6900000333786,7.25629630265413,7.69229859343801
"86",2019-04-04 14:00:00,7.47666664918264,7.38305556111866,7.76333333651225
"87",2019-04-04 15:00:00,7.27333331902822,7.50981481958319,7.69229859343801
"88",2019-04-04 16:00:00,7.12999998728434,7.63657407804772,7.48159909879185
"89",2019-04-04 17:00:00,7.76333333651225,7.76333333651225,7.13836764897887
"90",2019-04-04 18:00:00,7.62833334604899,7.06388889153799,6.67422363613601
"91",2019-04-04 19:00:00,7.24333337148031,6.36444444656372,3.56666666666667
"92",2019-04-04 20:00:00,5.88666672706604,5.66500000158946,3.56666666666667
"93",2019-04-04 21:00:00,4.78000001907349,4.9655555566152,3.56666666666667
"94",2019-04-04 22:00:00,4.00333329836528,4.26611111164093,3.56666666666667
"95",2019-04-04 23:00:00,3.56666666666667,3.56666666666667,3.56666666666667
