DATE,Year,Month,Day,Tmin,Tmax,Tmean,Prec
1990-02-25T12:00:00Z,1990,2,25,3.2222222222222205,15.999999999999998,10.444444444444443,0
1990-02-26T12:00:00Z,1990,2,26,4.388888888888888,17.77777777777778,10.777777777777777,5.08
1990-02-27T12:00:00Z,1990,2,27,1.6111111111111103,6.8888888888888875,4.833333333333335,0
1990-02-28T12:00:00Z,1990,2,28,0.7222222222222207,7.111111111111109,4.388888888888888,1.016
1990-03-01T12:00:00Z,1990,3,1,2.2777777777777786,4.388888888888888,3.3888888888888897,NA
1990-03-02T12:00:00Z,1990,3,2,-0.11111111111111072,5.499999999999999,0.7222222222222207,0.254
1990-03-03T12:00:00Z,1990,3,3,-2.000000000000001,3.4999999999999987,0.777777777777777,0
1990-03-04T12:00:00Z,1990,3,4,-1.6111111111111103,6.111111111111112,4.166666666666667,0
1990-03-05T12:00:00Z,1990,3,5,4.2777777777777795,9.388888888888888,6.222222222222223,0
1990-03-06T12:00:00Z,1990,3,6,5.6111111111111125,8.722222222222223,7.555555555555556,0
1990-03-07T12:00:00Z,1990,3,7,4.000000000000002,9.11111111111111,6.5555555555555545,4.064
1990-03-08T12:00:00Z,1990,3,8,3.888888888888889,11.277777777777775,8.166666666666668,0
1990-03-09T12:00:00Z,1990,3,9,0.9999999999999984,14.500000000000002,6.222222222222223,0.508
1990-03-10T12:00:00Z,1990,3,10,0.4999999999999992,8.222222222222221,4.666666666666666,1.016
1990-03-11T12:00:00Z,1990,3,11,4.000000000000002,14.000000000000002,10.61111111111111,6.095999999999999
1990-03-12T12:00:00Z,1990,3,12,5.777777777777777,10.777777777777777,8.499999999999998,0
1990-03-13T12:00:00Z,1990,3,13,-0.777777777777777,8.777777777777777,4.111111111111111,0
1990-03-14T12:00:00Z,1990,3,14,-1.3888888888888888,10.499999999999998,5.1111111111111125,0
1990-03-15T12:00:00Z,1990,3,15,2.999999999999999,10.999999999999998,6.500000000000002,0
1990-03-16T12:00:00Z,1990,3,16,-2.6111111111111107,16.88888888888889,7.5,0
1990-03-17T12:00:00Z,1990,3,17,-1.7777777777777772,18.61111111111111,8.444444444444446,0
1990-03-18T12:00:00Z,1990,3,18,-0.777777777777777,19.72222222222222,7.666666666666665,0
1990-03-19T12:00:00Z,1990,3,19,0.22222222222222143,21.72222222222222,10.277777777777777,0
1990-03-20T12:00:00Z,1990,3,20,3.722222222222224,14.888888888888888,9.944444444444443,0
1990-03-21T12:00:00Z,1990,3,21,4.000000000000002,17.611111111111114,11.88888888888889,0
1990-03-22T12:00:00Z,1990,3,22,7.999999999999999,18.22222222222222,12.722222222222221,0
1990-03-23T12:00:00Z,1990,3,23,4.111111111111111,11.722222222222223,7.444444444444444,2.032
1990-03-24T12:00:00Z,1990,3,24,1.6111111111111103,14.777777777777779,10.499999999999998,0
1990-03-25T12:00:00Z,1990,3,25,1.7777777777777792,8.277777777777777,5.555555555555555,0
1990-03-26T12:00:00Z,1990,3,26,0.7222222222222207,8.499999999999998,4.944444444444444,1.27
1990-03-27T12:00:00Z,1990,3,27,-1.2222222222222219,8.499999999999998,4.555555555555557,0
1990-03-28T12:00:00Z,1990,3,28,3.2222222222222205,8.222222222222221,5.88888888888889,0
1990-03-29T12:00:00Z,1990,3,29,5.88888888888889,14.27777777777778,9.333333333333332,0
1990-03-30T12:00:00Z,1990,3,30,5.6111111111111125,13.11111111111111,9.11111111111111,0
1990-03-31T12:00:00Z,1990,3,31,4.777777777777779,15.277777777777777,9.944444444444443,0
1990-04-01T12:00:00Z,1990,4,1,0.9999999999999984,18.722222222222225,10.666666666666668,0
1990-04-02T12:00:00Z,1990,4,2,3.2222222222222205,20.27777777777778,12.555555555555555,0
1990-04-03T12:00:00Z,1990,4,3,5.388888888888891,21.11111111111111,12.944444444444443,0
1990-04-04T12:00:00Z,1990,4,4,0.11111111111111269,9.888888888888888,5.499999999999999,3.0479999999999996
1990-04-05T12:00:00Z,1990,4,5,-3.5000000000000004,9.222222222222223,2.944444444444443,0
1990-04-06T12:00:00Z,1990,4,6,-3.1111111111111116,10.111111111111112,4.8888888888888875,0
1990-04-07T12:00:00Z,1990,4,7,-3.888888888888889,9.222222222222223,4.111111111111111,0
1990-04-08T12:00:00Z,1990,4,8,-0.8888888888888896,6.722222222222223,2.999999999999999,0
1990-04-09T12:00:00Z,1990,4,9,-4.888888888888889,7.888888888888891,2.2222222222222223,0
1990-04-10T12:00:00Z,1990,4,10,-6.61111111111111,10.111111111111112,2.055555555555557,0
1990-04-11T12:00:00Z,1990,4,11,0.22222222222222143,7.777777777777778,4.222222222222223,1.016
1990-04-12T12:00:00Z,1990,4,12,-0.777777777777777,11.38888888888889,4.111111111111111,1.016
1990-04-13T12:00:00Z,1990,4,13,1.722222222222223,14.61111111111111,8.333333333333334,0
1990-04-14T12:00:00Z,1990,4,14,1.2777777777777763,17.5,7.944444444444443,0
1990-04-15T12:00:00Z,1990,4,15,3.4999999999999987,13.722222222222225,7.944444444444443,0.508
1990-04-16T12:00:00Z,1990,4,16,1.7777777777777792,12.999999999999998,7.277777777777779,0
1990-04-17T12:00:00Z,1990,4,17,-2.3888888888888893,13.38888888888889,5.777777777777777,0
1990-04-18T12:00:00Z,1990,4,18,-2.2777777777777786,14.61111111111111,5.88888888888889,0
1990-04-19T12:00:00Z,1990,4,19,7.111111111111109,14.61111111111111,10.499999999999998,0
1990-04-20T12:00:00Z,1990,4,20,5.777777777777777,16.77777777777778,11.77777777777778,6.35
1990-04-21T12:00:00Z,1990,4,21,9.611111111111109,19.777777777777775,13.499999999999998,0.508
1990-04-22T12:00:00Z,1990,4,22,7.277777777777779,13.22222222222222,10.444444444444443,1.016
1990-04-23T12:00:00Z,1990,4,23,7.6111111111111125,14.000000000000002,10.38888888888889,0
1990-04-24T12:00:00Z,1990,4,24,8.222222222222221,11.61111111111111,9.722222222222221,7.112
1990-04-25T12:00:00Z,1990,4,25,7.999999999999999,13.499999999999998,9.388888888888888,7.874
1990-04-26T12:00:00Z,1990,4,26,7.5,12.611111111111112,10.055555555555555,2.032
1990-04-27T12:00:00Z,1990,4,27,2.000000000000001,11.77777777777778,6.61111111111111,3.0479999999999996
1990-04-28T12:00:00Z,1990,4,28,4.61111111111111,10.88888888888889,7.722222222222221,0
1990-04-29T12:00:00Z,1990,4,29,2.3888888888888875,12.611111111111112,8.444444444444446,0
1990-04-30T12:00:00Z,1990,4,30,8.111111111111112,15,11.222222222222225,1.016
1990-05-01T12:00:00Z,1990,5,1,6.388888888888888,21.77777777777778,14.222222222222223,0
1990-05-02T12:00:00Z,1990,5,2,6.388888888888888,17.611111111111114,11.500000000000002,0
1990-05-03T12:00:00Z,1990,5,3,4.111111111111111,20.222222222222225,12.055555555555557,0
1990-05-04T12:00:00Z,1990,5,4,6.8888888888888875,24.388888888888893,16.444444444444446,0
1990-05-05T12:00:00Z,1990,5,5,7.111111111111109,23.27777777777778,16.222222222222225,0
1990-05-06T12:00:00Z,1990,5,6,6.222222222222223,23.72222222222222,16.38888888888889,0
1990-05-07T12:00:00Z,1990,5,7,5.499999999999999,25.388888888888893,16.38888888888889,0
1990-05-08T12:00:00Z,1990,5,8,7.111111111111109,26.27777777777778,18.555555555555557,0
1990-05-09T12:00:00Z,1990,5,9,7.3888888888888875,26.611111111111114,16.166666666666668,0
1990-05-10T12:00:00Z,1990,5,10,7.888888888888891,23.88888888888889,17.388888888888886,0
1990-05-11T12:00:00Z,1990,5,11,9.222222222222223,23.000000000000004,17.83333333333333,0
1990-05-12T12:00:00Z,1990,5,12,12.11111111111111,18.000000000000004,14.888888888888888,27.94
1990-05-13T12:00:00Z,1990,5,13,7.888888888888891,21.77777777777778,14.444444444444445,0
1990-05-14T12:00:00Z,1990,5,14,8.277777777777777,20.222222222222225,13.61111111111111,2.032
1990-05-15T12:00:00Z,1990,5,15,7.222222222222222,16.5,12.555555555555555,0
1990-05-16T12:00:00Z,1990,5,16,4.777777777777779,19.61111111111111,12.000000000000002,0
1990-05-17T12:00:00Z,1990,5,17,9.5,19.388888888888893,14.055555555555554,6.095999999999999
1990-05-18T12:00:00Z,1990,5,18,5.6111111111111125,13.88888888888889,9.444444444444445,0
1990-05-19T12:00:00Z,1990,5,19,0.2777777777777778,15.111111111111112,9.333333333333332,0
1990-05-20T12:00:00Z,1990,5,20,4.111111111111111,16.88888888888889,11.166666666666668,0
1990-05-21T12:00:00Z,1990,5,21,16.5,21.27777777777778,18.055555555555557,0
1990-05-22T12:00:00Z,1990,5,22,8.277777777777777,21.27777777777778,15.499999999999998,0
1990-05-23T12:00:00Z,1990,5,23,5.222222222222221,22.38888888888889,14.27777777777778,0
1990-05-24T12:00:00Z,1990,5,24,12.88888888888889,21.77777777777778,17.611111111111114,0
1990-05-25T12:00:00Z,1990,5,25,8.61111111111111,17.77777777777778,12.777777777777777,0
1990-05-26T12:00:00Z,1990,5,26,6.277777777777777,17,11.555555555555554,0
1990-05-27T12:00:00Z,1990,5,27,4.8888888888888875,15.88888888888889,11.61111111111111,0
1990-05-28T12:00:00Z,1990,5,28,2.5,12.388888888888888,8.88888888888889,0
1990-05-29T12:00:00Z,1990,5,29,1.7777777777777792,14.222222222222223,8.61111111111111,1.016
1990-05-30T12:00:00Z,1990,5,30,0.7222222222222207,17.611111111111114,10.555555555555555,0
1990-05-31T12:00:00Z,1990,5,31,0.2777777777777778,20.888888888888886,13.666666666666668,0
1990-06-01T12:00:00Z,1990,6,1,9.5,20.999999999999996,14.38888888888889,11.937999999999999
1990-06-02T12:00:00Z,1990,6,2,8.88888888888889,24.111111111111114,17.388888888888886,0
1990-06-03T12:00:00Z,1990,6,3,11.277777777777775,17,13.277777777777777,8.889999999999999
1990-06-04T12:00:00Z,1990,6,4,7.277777777777779,17.388888888888886,12.833333333333334,6.095999999999999
1990-06-05T12:00:00Z,1990,6,5,9.388888888888888,14.11111111111111,11.61111111111111,0
1990-06-06T12:00:00Z,1990,6,6,5.7222222222222205,20,13.444444444444446,0
1990-06-07T12:00:00Z,1990,6,7,11.277777777777775,20.388888888888893,18.055555555555557,0
1990-06-08T12:00:00Z,1990,6,8,12.999999999999998,17.388888888888886,15.555555555555555,0
1990-06-09T12:00:00Z,1990,6,9,10.61111111111111,12.88888888888889,11.277777777777775,52.06999999999999
1990-06-10T12:00:00Z,1990,6,10,10,15.999999999999998,12.11111111111111,0.254
1990-06-11T12:00:00Z,1990,6,11,NA,NA,NA,NA
1990-06-12T12:00:00Z,1990,6,12,11.500000000000002,21.611111111111114,17.166666666666664,0.254
1990-06-13T12:00:00Z,1990,6,13,9.777777777777779,22.22222222222222,16.833333333333332,0
1990-06-14T12:00:00Z,1990,6,14,9.5,19.222222222222218,14.777777777777779,0
1990-06-15T12:00:00Z,1990,6,15,11.38888888888889,17.88888888888889,14.27777777777778,0
1990-06-16T12:00:00Z,1990,6,16,11.11111111111111,18.000000000000004,14.11111111111111,0
1990-06-17T12:00:00Z,1990,6,17,10.61111111111111,18.111111111111107,12.944444444444443,0
1990-06-18T12:00:00Z,1990,6,18,9.11111111111111,24.499999999999996,17.611111111111114,0
1990-06-19T12:00:00Z,1990,6,19,13.61111111111111,25.500000000000004,18.666666666666664,0
1990-06-20T12:00:00Z,1990,6,20,14.11111111111111,28.77777777777778,22.055555555555557,0
1990-06-21T12:00:00Z,1990,6,21,14.11111111111111,19.388888888888893,17.83333333333333,0
1990-06-22T12:00:00Z,1990,6,22,12.999999999999998,24.000000000000004,17.5,4.064
1990-06-23T12:00:00Z,1990,6,23,11.77777777777778,17,14.666666666666666,0
1990-06-24T12:00:00Z,1990,6,24,9.11111111111111,18.277777777777782,13.444444444444446,8.889999999999999
1990-06-25T12:00:00Z,1990,6,25,8.88888888888889,20.500000000000004,16.72222222222222,0
1990-06-26T12:00:00Z,1990,6,26,14.11111111111111,22.5,17.72222222222222,0.508
1990-06-27T12:00:00Z,1990,6,27,9.388888888888888,25.500000000000004,19.388888888888893,0
1990-06-28T12:00:00Z,1990,6,28,16.61111111111111,24.777777777777775,19.833333333333336,5.08
1990-06-29T12:00:00Z,1990,6,29,14.500000000000002,25.888888888888886,20.611111111111107,0
1990-06-30T12:00:00Z,1990,6,30,15.222222222222221,22.888888888888893,17.666666666666664,2.2859999999999996
1990-07-01T12:00:00Z,1990,7,1,13.777777777777775,22.22222222222222,17.11111111111111,3.0479999999999996
1990-07-02T12:00:00Z,1990,7,2,10.111111111111112,20.72222222222222,15.555555555555555,0
1990-07-03T12:00:00Z,1990,7,3,8.88888888888889,22.722222222222225,15.999999999999998,0
1990-07-04T12:00:00Z,1990,7,4,10.61111111111111,18.000000000000004,15.055555555555555,0
1990-07-05T12:00:00Z,1990,7,5,7.277777777777779,23.111111111111107,16.333333333333332,0
1990-07-06T12:00:00Z,1990,7,6,14.500000000000002,19.388888888888893,16.88888888888889,0
1990-07-07T12:00:00Z,1990,7,7,8.88888888888889,19,13.055555555555555,0
1990-07-08T12:00:00Z,1990,7,8,6.7777777777777795,22.888888888888893,15.166666666666666,0
1990-07-09T12:00:00Z,1990,7,9,13.722222222222225,23.388888888888886,17.11111111111111,0
1990-07-10T12:00:00Z,1990,7,10,10.88888888888889,18.22222222222222,14.888888888888888,0
1990-07-11T12:00:00Z,1990,7,11,9.222222222222223,18.000000000000004,14.777777777777779,0
1990-07-12T12:00:00Z,1990,7,12,6.722222222222223,24.499999999999996,15.444444444444443,0
1990-07-13T12:00:00Z,1990,7,13,9.611111111111109,22.38888888888889,16.055555555555554,0
1990-07-14T12:00:00Z,1990,7,14,8.222222222222221,20,14.666666666666666,0
1990-07-15T12:00:00Z,1990,7,15,6.388888888888888,21.11111111111111,13.277777777777777,0
1990-07-16T12:00:00Z,1990,7,16,6.8888888888888875,25.999999999999996,18.333333333333332,0
1990-07-17T12:00:00Z,1990,7,17,10.777777777777777,23.61111111111111,18.61111111111111,0
1990-07-18T12:00:00Z,1990,7,18,13.722222222222225,18.722222222222225,16.222222222222225,1.016
1990-07-19T12:00:00Z,1990,7,19,13.777777777777775,17.27777777777778,15.777777777777777,0
1990-07-20T12:00:00Z,1990,7,20,12.277777777777779,20.888888888888886,17.5,0
1990-07-21T12:00:00Z,1990,7,21,10.999999999999998,25.77777777777778,18.111111111111107,0
1990-07-22T12:00:00Z,1990,7,22,10.38888888888889,23.27777777777778,16.38888888888889,0
1990-07-23T12:00:00Z,1990,7,23,8.111111111111112,20.77777777777778,15,0
1990-07-24T12:00:00Z,1990,7,24,7.999999999999999,15.777777777777777,12.222222222222223,0
1990-07-25T12:00:00Z,1990,7,25,12.999999999999998,16.72222222222222,15.055555555555555,3.0479999999999996
1990-07-26T12:00:00Z,1990,7,26,12.277777777777779,23.61111111111111,17.77777777777778,0
1990-07-27T12:00:00Z,1990,7,27,9.777777777777779,23.111111111111107,15.777777777777777,0
1990-07-28T12:00:00Z,1990,7,28,8.722222222222223,27.5,19.61111111111111,0
1990-07-29T12:00:00Z,1990,7,29,11.61111111111111,31.500000000000004,26.27777777777778,0
1990-07-30T12:00:00Z,1990,7,30,16.38888888888889,26.77777777777778,20.388888888888893,0
1990-07-31T12:00:00Z,1990,7,31,10,28.22222222222222,19.833333333333336,0
1990-08-01T12:00:00Z,1990,8,1,15.999999999999998,27.77777777777778,20.222222222222225,0
1990-08-02T12:00:00Z,1990,8,2,9.5,26.22222222222222,18.777777777777775,0
1990-08-03T12:00:00Z,1990,8,3,9.888888888888888,26.38888888888889,18.666666666666664,0
1990-08-04T12:00:00Z,1990,8,4,9.777777777777779,28.88888888888889,20.888888888888886,0
1990-08-05T12:00:00Z,1990,8,5,10,34.27777777777778,23.388888888888886,0
1990-08-06T12:00:00Z,1990,8,6,12.277777777777779,17.5,15.444444444444443,3.0479999999999996
1990-08-07T12:00:00Z,1990,8,7,8.38888888888889,20.11111111111111,14.944444444444445,0
1990-08-08T12:00:00Z,1990,8,8,7.777777777777778,22.111111111111107,15.499999999999998,0
1990-08-09T12:00:00Z,1990,8,9,7.6111111111111125,21.22222222222222,14.666666666666666,0
1990-08-10T12:00:00Z,1990,8,10,13.777777777777775,20.388888888888893,16.277777777777775,0.508
1990-08-11T12:00:00Z,1990,8,11,12.777777777777777,21.611111111111114,17,0
1990-08-12T12:00:00Z,1990,8,12,11.88888888888889,28.77777777777778,20.77777777777778,0
1990-08-13T12:00:00Z,1990,8,13,14.61111111111111,32.22222222222222,23.666666666666664,0
1990-08-14T12:00:00Z,1990,8,14,15.999999999999998,25.999999999999996,20.444444444444443,4.064
1990-08-15T12:00:00Z,1990,8,15,16.77777777777778,23.27777777777778,19.944444444444446,3.0479999999999996
1990-08-16T12:00:00Z,1990,8,16,11.88888888888889,28.61111111111111,21.38888888888889,0
1990-08-17T12:00:00Z,1990,8,17,11.88888888888889,17.77777777777778,15.166666666666666,7.874
1990-08-18T12:00:00Z,1990,8,18,7.3888888888888875,22.22222222222222,15.333333333333334,0
1990-08-19T12:00:00Z,1990,8,19,9.611111111111109,17.388888888888886,13.61111111111111,4.064
1990-08-20T12:00:00Z,1990,8,20,8.277777777777777,22.22222222222222,15,0
1990-08-21T12:00:00Z,1990,8,21,9.11111111111111,17.88888888888889,12.5,3.302
1990-08-22T12:00:00Z,1990,8,22,12.388888888888888,19.222222222222218,15.444444444444443,NA
1990-08-23T12:00:00Z,1990,8,23,11.11111111111111,20.72222222222222,14.500000000000002,0
1990-08-24T12:00:00Z,1990,8,24,6.7777777777777795,22.77777777777778,14.38888888888889,0
1990-08-25T12:00:00Z,1990,8,25,11.38888888888889,28.27777777777778,20.333333333333332,0
1990-08-26T12:00:00Z,1990,8,26,12.777777777777777,24.111111111111114,17.166666666666664,0
1990-08-27T12:00:00Z,1990,8,27,9.5,22.888888888888893,15.666666666666668,0
1990-08-28T12:00:00Z,1990,8,28,9.777777777777779,24.777777777777775,18.000000000000004,0
1990-08-29T12:00:00Z,1990,8,29,12.88888888888889,28.000000000000004,20.77777777777778,0
1990-08-30T12:00:00Z,1990,8,30,12.777777777777777,31.27777777777778,21.22222222222222,0
1990-08-31T12:00:00Z,1990,8,31,14.222222222222223,29.000000000000004,21.944444444444446,7.112
1990-09-01T12:00:00Z,1990,9,1,12.11111111111111,18.777777777777775,16.11111111111111,0
1990-09-02T12:00:00Z,1990,9,2,9.277777777777779,17.22222222222222,13.38888888888889,1.016
1990-09-03T12:00:00Z,1990,9,3,10.777777777777777,17,13.38888888888889,1.5239999999999998
1990-09-04T12:00:00Z,1990,9,4,5.388888888888891,15.777777777777777,11.88888888888889,0
1990-09-05T12:00:00Z,1990,9,5,10.88888888888889,14.777777777777779,12.555555555555555,0.508
1990-09-06T12:00:00Z,1990,9,6,10.61111111111111,15.999999999999998,13.38888888888889,0
1990-09-07T12:00:00Z,1990,9,7,10.499999999999998,15.111111111111112,12.555555555555555,3.0479999999999996
1990-09-08T12:00:00Z,1990,9,8,10.222222222222221,16.77777777777778,13.277777777777777,0
1990-09-09T12:00:00Z,1990,9,9,11.222222222222225,16.11111111111111,13.444444444444446,0
1990-09-10T12:00:00Z,1990,9,10,10.38888888888889,15.72222222222222,12.444444444444445,2.032
1990-09-11T12:00:00Z,1990,9,11,11.38888888888889,17.77777777777778,13.22222222222222,0.508
1990-09-12T12:00:00Z,1990,9,12,7.6111111111111125,16.88888888888889,11.38888888888889,0.254
1990-09-13T12:00:00Z,1990,9,13,6.222222222222223,14.777777777777779,10.38888888888889,2.032
1990-09-14T12:00:00Z,1990,9,14,9.277777777777779,16.277777777777775,13.444444444444446,0
1990-09-15T12:00:00Z,1990,9,15,6.7777777777777795,15.277777777777777,11.944444444444445,0
1990-09-16T12:00:00Z,1990,9,16,10.88888888888889,15.72222222222222,13.22222222222222,0
1990-09-17T12:00:00Z,1990,9,17,8.61111111111111,15.61111111111111,12.000000000000002,0
1990-09-18T12:00:00Z,1990,9,18,7.888888888888891,12.000000000000002,9.722222222222221,5.588
1990-09-19T12:00:00Z,1990,9,19,6.8888888888888875,15.72222222222222,11.222222222222225,1.016
1990-09-20T12:00:00Z,1990,9,20,8.88888888888889,14.38888888888889,12.5,0
1990-09-21T12:00:00Z,1990,9,21,6.500000000000002,12.999999999999998,9.444444444444445,5.08
1990-09-22T12:00:00Z,1990,9,22,6.8888888888888875,15.61111111111111,11.277777777777775,0
1990-09-23T12:00:00Z,1990,9,23,7.111111111111109,16.38888888888889,11.555555555555554,0
1990-09-24T12:00:00Z,1990,9,24,8.38888888888889,16.277777777777775,11.88888888888889,3.0479999999999996
1990-09-25T12:00:00Z,1990,9,25,4.500000000000001,14.888888888888888,9.11111111111111,0.508
1990-09-26T12:00:00Z,1990,9,26,6.500000000000002,13.88888888888889,9.888888888888888,0
1990-09-27T12:00:00Z,1990,9,27,3.1111111111111116,12.777777777777777,7.833333333333334,0
1990-09-28T12:00:00Z,1990,9,28,6.111111111111112,12.999999999999998,9.611111111111109,0
1990-09-29T12:00:00Z,1990,9,29,8.722222222222223,19.61111111111111,13.61111111111111,0
1990-09-30T12:00:00Z,1990,9,30,9.5,19.388888888888893,13.777777777777775,2.032
1990-10-01T12:00:00Z,1990,10,1,13.61111111111111,20.11111111111111,16.38888888888889,3.0479999999999996
1990-10-02T12:00:00Z,1990,10,2,6.388888888888888,16.72222222222222,10.833333333333332,0
1990-10-03T12:00:00Z,1990,10,3,6.277777777777777,18.111111111111107,11.833333333333332,0
1990-10-04T12:00:00Z,1990,10,4,7.5,20.500000000000004,12.999999999999998,0
1990-10-05T12:00:00Z,1990,10,5,5.777777777777777,15.72222222222222,9.833333333333336,3.0479999999999996
1990-10-06T12:00:00Z,1990,10,6,9.722222222222221,17.388888888888886,13.944444444444446,0.508
1990-10-07T12:00:00Z,1990,10,7,9.888888888888888,19.72222222222222,14.222222222222223,0
1990-10-08T12:00:00Z,1990,10,8,6.722222222222223,11.11111111111111,9.166666666666666,0
1990-10-09T12:00:00Z,1990,10,9,2.2777777777777786,12.222222222222223,9.166666666666666,0
1990-10-10T12:00:00Z,1990,10,10,6.277777777777777,16.222222222222225,12.333333333333334,0
1990-10-11T12:00:00Z,1990,10,11,4.61111111111111,17.88888888888889,12.777777777777777,0
1990-10-12T12:00:00Z,1990,10,12,1.3888888888888888,18.5,11.11111111111111,0
