"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.4,1.92,"rcp45",2035,2065,2050,1990,"relative","CNRM-CM5"
2.03,1.49,"rcp45",2035,2065,2050,1990,"relative","CNRM-CM5"
1.29,0.68,"rcp45",2035,2065,2050,1990,"relative","CNRM-CM5"
1.77,1.59,"rcp45",2035,2065,2050,1990,"relative","CNRM-CM5"
1.31,1.11,"rcp45",2035,2065,2050,1990,"relative","CNRM-CM5"
0.77,0.78,"rcp45",2035,2065,2050,1990,"relative","CNRM-CM5"
1.11,0.81,"rcp45",2035,2065,2050,1990,"relative","CNRM-CM5"
1.96,1.76,"rcp45",2035,2065,2050,1990,"relative","CNRM-CM5"
1.47,0.95,"rcp45",2035,2065,2050,1990,"relative","CNRM-CM5"
1.74,1.58,"rcp45",2035,2065,2050,1990,"relative","CNRM-CM5"
2.41,2.45,"rcp45",2035,2065,2050,1990,"relative","CNRM-CM5"
1.89,1.55,"rcp45",2035,2065,2050,1990,"relative","CNRM-CM5"
