"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.62,2.02,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
3.58,2.83,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
1.59,1.08,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
0.64,0.42,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
-0.09,-0.15,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
-0.23,0.37,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
0.5,2.64,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
-0.14,0.45,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
-0.31,0.12,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
-0.03,0.2,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
0.76,0.77,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
0.64,0.27,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
