"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
4.25,3.23,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
4.53,4.04,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
3.82,3.64,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
2.51,2.12,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
1.75,1.08,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
2.56,1.89,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
2.57,1.9,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
2.73,1.96,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
2.78,2.71,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
3,2.88,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
2.38,2.13,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
3.35,2.66,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
