"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.8,3.92,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
2.5,2.69,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
1.28,1.13,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
1.81,1.54,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
1.73,1.57,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
0.53,0.11,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
0.86,1.15,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
1.82,2.06,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
1.48,1.96,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
1.37,1.94,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
1.87,2.16,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
2.54,2.67,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
