"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
4.31,3.62,"rcp85",2070,2100,2085,1990,"relative","CanESM2"
4.12,3.49,"rcp85",2070,2100,2085,1990,"relative","CanESM2"
3.24,2.83,"rcp85",2070,2100,2085,1990,"relative","CanESM2"
3.06,2.87,"rcp85",2070,2100,2085,1990,"relative","CanESM2"
3.56,3.88,"rcp85",2070,2100,2085,1990,"relative","CanESM2"
4.3,4.36,"rcp85",2070,2100,2085,1990,"relative","CanESM2"
5.75,6.88,"rcp85",2070,2100,2085,1990,"relative","CanESM2"
6.38,7.76,"rcp85",2070,2100,2085,1990,"relative","CanESM2"
5.15,6.3,"rcp85",2070,2100,2085,1990,"relative","CanESM2"
4.56,5.08,"rcp85",2070,2100,2085,1990,"relative","CanESM2"
3.77,3.64,"rcp85",2070,2100,2085,1990,"relative","CanESM2"
3.94,3.68,"rcp85",2070,2100,2085,1990,"relative","CanESM2"
