"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
0.49,0.72,"rcp45",2035,2065,2050,1990,"relative","CESM1-BGC"
0.35,0.47,"rcp45",2035,2065,2050,1990,"relative","CESM1-BGC"
1.1,1.3,"rcp45",2035,2065,2050,1990,"relative","CESM1-BGC"
1.46,2.04,"rcp45",2035,2065,2050,1990,"relative","CESM1-BGC"
1.55,2.29,"rcp45",2035,2065,2050,1990,"relative","CESM1-BGC"
1.21,2.34,"rcp45",2035,2065,2050,1990,"relative","CESM1-BGC"
1.45,2.94,"rcp45",2035,2065,2050,1990,"relative","CESM1-BGC"
1.55,1.78,"rcp45",2035,2065,2050,1990,"relative","CESM1-BGC"
1.57,1.83,"rcp45",2035,2065,2050,1990,"relative","CESM1-BGC"
1.07,1.2,"rcp45",2035,2065,2050,1990,"relative","CESM1-BGC"
1.06,0.97,"rcp45",2035,2065,2050,1990,"relative","CESM1-BGC"
0.13,0.2,"rcp45",2035,2065,2050,1990,"relative","CESM1-BGC"
