"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.4,2.76,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
3.89,2.58,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
3.17,1.78,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
2.91,1.2,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
2.55,0.8,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
2.99,0.87,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
4.04,2.15,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
3.58,2.09,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
3.11,1.87,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
2.96,1.54,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
2.88,1.8,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
3.31,1.9,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
