"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.82,3.64,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2G"
3.63,3.52,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2G"
2.22,2.11,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2G"
2.53,2.38,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2G"
1.68,1.68,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2G"
1.09,1.51,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2G"
1.58,2.58,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2G"
2.6,3.14,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2G"
2.85,3.38,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2G"
1.97,1.82,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2G"
2.78,2.46,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2G"
3.12,3.25,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2G"
