"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.77,2.23,"rcp45",2035,2065,2050,1990,"relative","CanESM2"
2.18,1.89,"rcp45",2035,2065,2050,1990,"relative","CanESM2"
1.86,1.56,"rcp45",2035,2065,2050,1990,"relative","CanESM2"
2.07,2.34,"rcp45",2035,2065,2050,1990,"relative","CanESM2"
1.48,1.84,"rcp45",2035,2065,2050,1990,"relative","CanESM2"
1.87,1.8,"rcp45",2035,2065,2050,1990,"relative","CanESM2"
2.31,2.49,"rcp45",2035,2065,2050,1990,"relative","CanESM2"
2.62,3.12,"rcp45",2035,2065,2050,1990,"relative","CanESM2"
2.4,2.56,"rcp45",2035,2065,2050,1990,"relative","CanESM2"
1.63,1.67,"rcp45",2035,2065,2050,1990,"relative","CanESM2"
1.58,1.34,"rcp45",2035,2065,2050,1990,"relative","CanESM2"
1.79,1.7,"rcp45",2035,2065,2050,1990,"relative","CanESM2"
