"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
4.91,4.17,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
5.26,4.78,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
3.32,3.23,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
2.55,2.76,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
2.22,2.17,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
2.99,2.98,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
3.58,3.16,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
3.03,2.79,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
3.3,3.51,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
3.35,3.3,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
2.48,2.47,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
2.99,2.59,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
