"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
4.98,4.37,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
5.23,4.75,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
3.89,3.93,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
2.93,1.99,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
2.14,1.08,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
2.3,1.89,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
2.81,2.83,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
4.73,4.58,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
4.33,3.88,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
4,3.71,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
4.36,3.95,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
4.55,4.37,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
