"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.28,0.93,"rcp45",2035,2065,2050,1990,"relative","bcc-csm1-1"
1.19,0.92,"rcp45",2035,2065,2050,1990,"relative","bcc-csm1-1"
1.74,1.65,"rcp45",2035,2065,2050,1990,"relative","bcc-csm1-1"
1.63,2.18,"rcp45",2035,2065,2050,1990,"relative","bcc-csm1-1"
0.98,1.3,"rcp45",2035,2065,2050,1990,"relative","bcc-csm1-1"
1.89,2.12,"rcp45",2035,2065,2050,1990,"relative","bcc-csm1-1"
1.23,0.93,"rcp45",2035,2065,2050,1990,"relative","bcc-csm1-1"
2.15,2.57,"rcp45",2035,2065,2050,1990,"relative","bcc-csm1-1"
2.12,2.48,"rcp45",2035,2065,2050,1990,"relative","bcc-csm1-1"
2.33,3,"rcp45",2035,2065,2050,1990,"relative","bcc-csm1-1"
1.41,1.33,"rcp45",2035,2065,2050,1990,"relative","bcc-csm1-1"
2.72,2.32,"rcp45",2035,2065,2050,1990,"relative","bcc-csm1-1"
