"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.88,2.85,"rcp45",2035,2065,2050,1990,"relative","GFDL-CM3"
3.49,3.46,"rcp45",2035,2065,2050,1990,"relative","GFDL-CM3"
2.35,2.83,"rcp45",2035,2065,2050,1990,"relative","GFDL-CM3"
2.78,2.95,"rcp45",2035,2065,2050,1990,"relative","GFDL-CM3"
2.06,1.93,"rcp45",2035,2065,2050,1990,"relative","GFDL-CM3"
2.35,2.59,"rcp45",2035,2065,2050,1990,"relative","GFDL-CM3"
3.42,4.35,"rcp45",2035,2065,2050,1990,"relative","GFDL-CM3"
4.62,5.59,"rcp45",2035,2065,2050,1990,"relative","GFDL-CM3"
3.43,3.97,"rcp45",2035,2065,2050,1990,"relative","GFDL-CM3"
2.99,3.38,"rcp45",2035,2065,2050,1990,"relative","GFDL-CM3"
2.77,3.23,"rcp45",2035,2065,2050,1990,"relative","GFDL-CM3"
2.67,3.08,"rcp45",2035,2065,2050,1990,"relative","GFDL-CM3"
