"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.34,2.93,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
2.38,2.32,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
1.42,1.01,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
1.73,1.52,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
1.46,1.23,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
2.24,2.32,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
3.02,3.39,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
3.59,3.3,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
2.55,2.74,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
2.76,2.5,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
2.42,2.6,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
2.32,2.2,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
