"Season","End_year","Season_days","Data_days","Perc_complete","Chill_CP","Heat_GDH","Frost_H"
"2071/2072",2072,120,120,100,76.370670320337,4284.85253448226,716
"2072/2073",2073,121,121,100,83.856234706418,7741.74492103141,284
"2073/2074",2074,120,120,100,74.0869968758016,5928.99477415532,671
"2074/2075",2075,120,120,100,80.8537110135803,6760.03578743152,413
"2075/2076",2076,120,120,100,86.2940838504092,6347.47461188864,156
"2076/2077",2077,121,121,100,84.8570855480139,2584.74580935203,605
"2077/2078",2078,120,120,100,81.8795156944707,2529.06081760768,609
"2078/2079",2079,120,120,100,83.0220726853022,3889.55767087638,430
"2079/2080",2080,120,120,100,84.5039029228665,5576.64237898029,245
"2080/2081",2081,121,121,100,78.4641235800391,5147.59436933696,731
"2081/2082",2082,120,120,100,80.9447333808203,5424.22487132065,314
"2082/2083",2083,120,120,100,84.2866204410548,5443.40646775812,463
"2083/2084",2084,120,120,100,84.491855341781,3520.92458610609,417
"2084/2085",2085,121,121,100,80.7704185606799,3606.70762119908,527
"2085/2086",2086,120,120,100,82.0119681857886,4558.10134321172,569
"2086/2087",2087,120,120,100,80.9540202472981,3711.31106255576,559
"2087/2088",2088,120,120,100,76.3352156724504,4371.82047705911,660
"2088/2089",2089,121,121,100,83.4003784643264,4226.15577997547,546
"2089/2090",2090,120,120,100,85.3190671993962,2600.79719536286,503
"2090/2091",2091,120,120,100,79.657761099912,3993.14566235431,743
"2091/2092",2092,120,120,100,84.4146141353049,2545.23892119806,502
"2092/2093",2093,121,121,100,83.8234169053485,5479.12963163108,494
"2093/2094",2094,120,120,100,74.0567653750786,5440.12749451399,856
"2094/2095",2095,120,120,100,87.5454960370807,3347.80953452177,317
"2095/2096",2096,120,120,100,82.381359315752,6326.71477026213,218
"2096/2097",2097,121,121,100,69.1661992224672,8224.50399896409,540
"2097/2098",2098,120,120,100,77.2428231769027,4624.64245989732,713
"2098/2099",2099,120,120,100,83.4947907740116,4525.80903753173,392
"2099/2100",2100,120,120,100,86.4582516067039,4601.68064199295,253
"2100/2101",2101,120,120,100,83.2179958339748,4813.4789366452,458
