"Season","End_year","Season_days","Data_days","Perc_complete","Chill_CP","Heat_GDH","Frost_H"
"2001/2002",2002,120,120,100,81.1743957987699,5507.00626544505,619
"2002/2003",2003,120,120,100,78.1814950668398,2344.57452471287,880
"2003/2004",2004,120,120,100,87.762972412939,3173.84634695671,360
"2004/2005",2005,121,121,100,87.5381943625921,5827.8290501252,249
"2005/2006",2006,120,120,100,81.8192873311129,4085.12439764658,527
"2006/2007",2007,120,120,100,83.1486483282888,4096.37858548021,536
"2007/2008",2008,120,120,100,78.148464551747,1820.67105736904,741
"2008/2009",2009,121,121,100,82.0201158501416,5976.13755755394,427
"2009/2010",2010,120,120,100,88.0423759478867,3154.85713657225,303
"2010/2011",2011,120,120,100,84.2057459289576,3028.53892383946,430
"2011/2012",2012,120,120,100,74.5864574813231,3864.78396924876,888
"2012/2013",2013,121,121,100,86.5341489077791,3307.01398958231,438
"2013/2014",2014,120,120,100,72.8343510327259,3137.43512364861,1107
"2014/2015",2015,120,120,100,80.1544627969067,4464.84676869377,489
"2015/2016",2016,120,120,100,79.9422594904627,3922.41478509735,686
"2016/2017",2017,121,121,100,80.2880980430518,5394.28799796593,565
"2017/2018",2018,120,120,100,76.3678574184369,3340.97064457019,760
"2018/2019",2019,120,120,100,83.6156611368019,3150.66847521137,640
"2019/2020",2020,120,120,100,84.8280505783241,5539.02401138563,402
"2020/2021",2021,121,121,100,83.023463826406,2405.12701379857,690
"2021/2022",2022,120,120,100,72.6739306460013,5434.92695023818,734
"2022/2023",2023,120,120,100,84.0686327783501,3362.05018091993,468
"2023/2024",2024,120,120,100,84.9032455857709,6213.89774155943,210
"2024/2025",2025,121,121,100,85.2908308909332,3129.09194999654,451
"2025/2026",2026,120,120,100,71.1485472495874,2308.3329540072,1175
"2026/2027",2027,120,120,100,88.24147286475,4669.18720593397,319
"2027/2028",2028,120,120,100,78.9466217499221,1283.84288407583,830
"2028/2029",2029,121,121,100,80.5857815020609,4808.12733490998,528
"2029/2030",2030,120,120,100,79.4825077853484,4307.14077503188,730
"2030/2031",2031,120,120,100,83.3725028729364,3775.61375124194,562
"2031/2032",2032,120,120,100,87.6296667500619,4605.06862312835,338
"2032/2033",2033,121,121,100,77.3409254109838,2257.86930211447,862
"2033/2034",2034,120,120,100,75.6116961672642,3910.29090613266,702
"2034/2035",2035,120,120,100,73.3853946075951,4748.56967502879,742
"2035/2036",2036,120,120,100,82.8126434563701,3713.98348856578,583
"2036/2037",2037,121,121,100,81.0890660520317,2501.47616738314,775
"2037/2038",2038,120,120,100,82.2332232718663,4152.02612192649,507
"2038/2039",2039,120,120,100,89.0239203454748,5447.89665981708,256
"2039/2040",2040,120,120,100,85.8068863955532,4458.91508426983,341
"2040/2041",2041,121,121,100,86.0016123877986,4086.16979264561,380
"2041/2042",2042,120,120,100,86.1046200614664,5237.32109954208,400
"2042/2043",2043,120,120,100,79.1272398803485,2394.92866453622,857
"2043/2044",2044,120,120,100,86.301340900086,3761.45052932156,320
"2044/2045",2045,121,121,100,78.7818242168123,2039.74449732574,845
"2045/2046",2046,120,120,100,78.8570716861805,4634.49645054201,688
"2046/2047",2047,120,120,100,79.7525643689933,3414.82978121284,686
"2047/2048",2048,120,120,100,82.7830901676161,2474.34846088756,614
"2048/2049",2049,121,121,100,81.1572723434256,2568.82042923477,743
